  27.53
  35.00
 108733002
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	36979.2	0.02	306.6	0.0	18.04	7.58	905.6
1980	1	2	12	36979.2	0.0	391.46	0.0	16.3	0.95	629.71
1980	1	3	12	36979.2	0.37	318.97	0.0	20.82	0.1	655.62
1980	1	4	12	37022.48	5.03	265.5	0.0	19.54	7.61	910.04
1980	1	5	12	37290.28	1.3	327.02	0.0	16.78	6.85	849.86
1980	1	6	12	37324.8	0.0	359.89	0.0	13.24	1.5	640.77
1980	1	7	12	37324.8	0.0	403.96	0.0	20.35	0.57	635.58
1980	1	8	12	37324.8	0.0	396.82	0.0	25.78	5.68	895.78
1980	1	9	12	37324.8	0.0	328.9	0.0	25.16	13.96	1334.93
1980	1	10	12	37324.8	0.0	345.11	0.0	27.15	14.54	1446.6
1980	1	11	12	37324.8	0.13	266.94	0.0	27.52	15.39	1563.07
1980	1	12	12	37324.8	8.61	231.74	0.0	26.38	16.29	1669.49
1980	1	13	12	37368.08	9.31	194.75	0.0	25.44	17.67	1859.56
1980	1	14	12	37670.4	2.3	143.88	0.0	25.5	19.99	1991.05
1980	1	15	12	37670.4	0.12	339.32	0.0	22.69	11.64	1293.22
1980	1	16	12	37670.4	0.0	379.99	0.0	23.79	9.42	1082.08
1980	1	17	12	37670.4	0.0	378.42	0.0	25.27	10.92	1183.55
1980	1	18	12	37670.4	0.0	317.84	0.0	24.47	14.6	1397.1
1980	1	19	12	37670.4	0.0	355.14	0.0	25.08	13.17	1311.49
1980	1	20	12	37860.17	0.0	375.87	0.0	24.99	11.59	1180.96
1980	1	21	12	38016.0	0.0	396.74	0.0	24.79	9.26	1075.87
1980	1	22	12	38016.0	0.37	296.29	0.0	26.21	11.21	1267.1
1980	1	23	12	38016.0	10.15	195.16	0.0	23.84	15.96	1472.99
1980	1	24	12	38016.0	2.65	406.81	0.0	18.59	3.42	822.25
1980	1	25	12	38016.0	0.0	422.96	0.0	20.83	4.1	838.74
1980	1	26	12	38361.6	1.45	269.54	0.0	25.16	13.45	1392.14
1980	1	27	12	38361.6	4.97	191.95	0.0	23.58	16.68	1653.38
1980	1	28	12	38361.6	1.21	311.38	0.0	21.56	13.19	1348.56
1980	1	29	12	38361.6	0.0	396.55	0.0	22.13	9.37	1074.1
1980	1	30	12	38361.6	0.0	423.62	0.0	24.01	8.14	1013.47
1980	1	31	12	38707.2	0.02	389.03	0.0	24.22	10.68	1082.09
1980	2	1	12	38707.2	0.02	422.13	0.0	22.13	4.58	788.75
1980	2	2	12	38707.2	0.0	445.58	0.0	16.69	-1.31	571.19
1980	2	3	12	38707.2	0.0	354.84	0.0	14.09	5.0	707.12
1980	2	4	12	38896.97	0.0	452.25	0.0	14.86	-1.19	544.53
1980	2	5	12	39052.8	0.0	458.52	0.0	17.82	-0.04	558.08
1980	2	6	12	39052.8	0.0	467.41	0.0	21.25	0.3	584.53
1980	2	7	12	39052.8	0.0	463.94	0.0	17.99	0.46	585.2
