  31.29
  65.00
1454951122
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	35996.78	0.01	283.25	0.0	11.47	1.79	702.79
1980	1	2	12	36067.17	0.0	351.84	0.0	15.58	-1.34	622.48
1980	1	3	12	36136.06	3.74	264.21	0.0	17.74	0.12	682.88
1980	1	4	12	36190.44	7.01	253.62	0.0	16.75	2.02	718.14
1980	1	5	12	36244.32	1.92	311.95	0.0	12.26	-2.59	539.12
1980	1	6	12	36288.0	0.01	345.09	0.0	11.92	-3.58	574.36
1980	1	7	12	36288.0	1.83	213.24	0.0	18.03	7.73	1040.94
1980	1	8	12	36288.0	4.07	214.91	0.0	20.05	9.58	1221.57
1980	1	9	12	36288.0	5.61	156.96	0.0	17.83	10.08	1222.29
1980	1	10	12	36342.38	11.45	216.92	0.0	18.36	8.54	1206.17
1980	1	11	12	36450.35	26.48	179.6	0.0	20.86	13.23	1415.15
1980	1	12	12	36536.04	7.72	333.68	0.0	19.08	6.02	1049.11
1980	1	13	12	36628.8	0.25	200.49	0.0	16.36	7.27	1055.81
1980	1	14	12	36633.6	0.08	221.25	0.0	16.32	9.78	1148.7
1980	1	15	12	36633.6	0.83	304.3	0.0	19.3	5.02	979.23
1980	1	16	12	36637.11	3.49	241.01	0.0	18.85	7.43	1124.93
1980	1	17	12	36795.95	12.31	136.51	0.0	18.71	13.54	1473.47
1980	1	18	12	36909.43	3.83	188.04	0.0	19.47	12.48	1405.16
1980	1	19	12	36979.2	0.03	362.9	0.0	22.18	6.32	1081.51
1980	1	20	12	36979.2	0.0	363.21	0.0	23.14	7.4	1107.96
1980	1	21	12	36979.2	0.0	339.25	0.0	21.35	9.2	1230.23
1980	1	22	12	37103.97	13.9	217.68	0.0	21.51	12.38	1357.25
1980	1	23	12	37255.04	7.53	277.32	0.0	18.65	3.84	892.56
1980	1	24	12	37324.8	0.97	382.31	0.0	15.47	-1.21	678.55
1980	1	25	12	37324.8	2.12	252.6	0.0	16.74	5.85	966.02
1980	1	26	12	37328.31	4.71	136.48	0.0	15.79	10.81	1236.57
1980	1	27	12	37518.45	1.33	196.3	0.0	15.32	10.53	1203.19
1980	1	28	12	37665.6	0.0	292.8	0.0	13.74	5.48	932.01
1980	1	29	12	37670.4	0.06	277.71	0.0	13.98	3.61	836.51
1980	1	30	12	37670.4	3.98	295.82	0.0	19.8	4.12	849.25
1980	1	31	12	37832.75	12.36	308.67	0.0	19.93	0.33	675.65
1980	2	1	12	38011.2	3.68	374.85	0.0	15.42	-5.78	424.22
1980	2	2	12	38016.0	0.0	394.64	0.0	5.99	-5.99	397.36
1980	2	3	12	38016.0	0.0	397.94	0.0	8.62	-3.56	478.85
1980	2	4	12	38209.66	0.01	397.51	0.0	12.2	-0.99	576.64
1980	2	5	12	38361.6	6.41	310.28	0.0	12.91	-1.32	601.82
1980	2	6	12	38361.6	4.28	304.56	0.0	14.28	1.02	657.84
1980	2	7	12	38365.11	0.72	430.69	0.0	12.96	-2.93	549.55
1980	2	8	12	38609.64	8.36	307.73	0.0	12.59	-0.5	640.79
1980	2	9	12	38707.2	15.82	283.73	0.0	15.46	4.52	807.59
