  43.14
3521.00
 228339304
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	31795.2	0.47	296.76	0.0	-1.23	-18.33	107.61
1980	1	2	12	31824.3	1.0	268.13	0.0	-3.74	-19.12	108.33
1980	1	3	12	32048.34	1.94	299.8	0.0	-7.55	-21.87	91.83
1980	1	4	12	32140.8	0.66	320.62	0.0	-4.29	-17.3	118.62
1980	1	5	12	32140.8	2.41	269.23	0.0	-2.29	-16.32	130.46
1980	1	6	12	32140.8	2.87	290.78	0.0	-2.6	-24.12	82.48
1980	1	7	12	32140.8	8.88	284.53	0.0	-5.91	-26.25	59.91
1980	1	8	12	32256.18	8.88	255.41	0.0	-11.87	-28.12	51.04
1980	1	9	12	32486.4	16.11	259.08	0.0	-13.27	-24.95	64.78
1980	1	10	12	32486.4	13.21	275.99	0.0	-8.09	-21.98	81.62
1980	1	11	12	32486.4	15.25	294.91	0.0	-8.53	-27.3	62.43
1980	1	12	12	32486.4	15.73	299.6	0.0	-6.02	-26.56	73.93
1980	1	13	12	32832.0	9.08	231.89	0.0	-3.9	-12.47	180.89
1980	1	14	12	32832.0	12.73	225.44	0.0	-3.37	-11.18	217.06
1980	1	15	12	32832.0	4.62	268.77	0.0	-4.02	-13.74	187.5
1980	1	16	12	32861.11	0.07	313.67	0.0	-4.98	-15.01	163.84
1980	1	17	12	33177.6	5.47	281.01	0.0	-5.63	-18.1	133.5
1980	1	18	12	33177.6	9.6	273.8	0.0	-6.97	-18.25	117.53
1980	1	19	12	33177.6	3.03	379.66	0.0	-10.37	-30.04	52.91
1980	1	20	12	33523.2	0.0	387.9	0.0	-14.85	-35.42	30.23
1980	1	21	12	33523.2	0.11	336.78	0.0	-9.53	-29.0	45.31
1980	1	22	12	33523.2	0.05	388.66	0.0	-10.27	-28.09	55.6
1980	1	23	12	33868.8	0.6	349.14	0.0	-6.0	-21.8	93.27
1980	1	24	12	33868.8	1.77	335.49	0.0	-2.47	-15.53	140.92
1980	1	25	12	33868.8	11.72	316.64	0.0	-5.13	-24.54	82.45
1980	1	26	12	34214.4	6.37	326.66	0.0	-10.68	-34.1	34.83
1980	1	27	12	34214.4	1.33	323.48	0.0	-15.36	-39.45	17.06
1980	1	28	12	34243.5	0.24	416.75	0.0	-22.85	-46.32	9.31
1980	1	29	12	34560.0	0.03	389.28	0.0	-23.06	-43.38	10.79
1980	1	30	12	34560.0	0.12	357.67	0.0	-21.0	-39.65	15.86
1980	1	31	12	34905.6	0.05	405.35	0.0	-19.76	-36.14	25.06
1980	2	1	12	34905.6	0.0	423.47	0.0	-6.7	-27.48	58.37
1980	2	2	12	34905.6	0.57	371.89	0.0	-2.47	-17.91	127.1
1980	2	3	12	35251.2	0.41	310.58	0.0	-2.82	-13.17	182.43
1980	2	4	12	35251.2	0.72	308.94	0.0	-2.57	-14.32	172.3
1980	2	5	12	35596.8	0.27	422.63	0.0	-3.98	-21.05	112.28
1980	2	6	12	35596.8	0.0	407.09	0.0	-5.22	-18.88	117.49
1980	2	7	12	35849.94	0.48	328.59	0.0	-4.66	-15.56	139.37
1980	2	8	12	35942.4	0.2	450.52	0.0	-6.71	-30.34	60.63
1980	2	9	12	35942.4	0.0	446.14	0.0	-9.05	-28.98	48.92
1980	2	10	12	36288.0	0.0	439.17	0.0	-9.23	-25.79	63.2
1980	2	11	12	36288.0	0.0	438.25	0.0	-7.83	-23.23	77.83
1980	2	12	12	36633.6	0.0	431.45	0.0	-7.24	-21.61	92.66
1980	2	13	12	36633.6	2.14	337.62	0.0	-5.48	-18.25	117.68
1980	2	14	12	36979.2	2.02	334.74	0.0	-6.68	-20.58	103.32
1980	2	15	12	36979.2	1.56	297.2	0.0	-9.44	-21.17	91.06
1980	2	16	12	37324.8	0.49	387.29	0.0	-12.13	-25.44	70.66
1980	2	17	12	37324.8	2.14	340.91	0.0	-9.83	-21.81	91.4
1980	2	18	12	37670.4	2.01	332.91	0.0	-4.21	-15.55	151.2
1980	2	19	12	37670.4	2.1	351.68	0.0	1.44	-11.44	208.56
1980	2	20	12	38016.0	1.93	357.51	0.0	0.21	-13.15	193.23
1980	2	21	12	38016.0	0.57	426.62	0.0	-0.96	-15.61	163.26
1980	2	22	12	38269.14	0.48	332.73	0.0	-2.21	-13.08	179.08
1980	2	23	12	38361.6	0.4	362.18	0.0	-4.2	-16.67	142.09
1980	2	24	12	38614.74	0.09	482.2	0.0	-6.05	-21.66	101.53
1980	2	25	12	38707.2	0.0	472.96	0.0	-4.17	-17.7	129.02
1980	2	26	12	38960.34	0.0	483.22	0.0	0.65	-13.81	179.83
1980	2	27	12	39052.8	0.48	435.17	0.0	3.11	-10.06	230.3
1980	2	28	12	39398.4	0.2	508.9	0.0	5.29	-12.34	208.69
1980	2	29	12	39398.4	0.22	469.04	0.0	3.37	-13.17	189.77
1980	3	1	12	39744.0	0.24	425.45	0.0	0.44	-13.52	170.85
1980	3	2	12	39744.0	5.07	384.9	0.0	-5.4	-17.63	138.88
1980	3	3	12	40089.6	13.46	374.8	0.0	-4.13	-15.09	150.72
1980	3	4	12	40089.6	7.69	410.54	0.0	-3.85	-18.15	128.16
1980	3	5	12	40435.2	7.15	327.63	0.0	-5.37	-18.42	116.95
1980	3	6	12	40435.2	3.64	422.86	0.0	-4.28	-19.78	107.79
1980	3	7	12	40780.8	0.59	454.24	0.0	-3.85	-22.69	92.71
1980	3	8	12	40780.8	0.04	528.99	0.0	-4.63	-18.8	116.18
1980	3	9	12	41126.4	0.0	482.81	0.0	-4.5	-15.03	156.32
1980	3	10	12	41126.4	0.0	503.37	0.0	-0.81	-12.26	189.02
1980	3	11	12	41472.0	0.0	544.33	0.0	0.25	-14.59	172.92
1980	3	12	12	41472.0	1.65	429.38	0.0	-0.84	-14.23	164.19
1980	3	13	12	41817.6	0.68	565.91	0.0	-3.14	-21.77	108.63
1980	3	14	12	41817.6	1.89	464.94	0.0	-0.74	-15.78	148.77
1980	3	15	12	42163.2	1.95	461.48	0.0	1.62	-13.43	172.63
1980	3	16	12	42163.2	0.78	480.7	0.0	-0.65	-20.92	111.43
1980	3	17	12	42508.8	0.12	560.62	0.0	-4.48	-21.31	97.25
1980	3	18	12	42508.8	0.0	592.96	0.0	-0.35	-19.04	117.17
1980	3	19	12	42854.4	0.0	581.99	0.0	0.29	-15.91	138.37
1980	3	20	12	42854.4	0.0	601.54	0.0	-1.42	-20.9	107.79
1980	3	21	12	43200.0	6.08	473.62	0.0	-0.16	-17.68	131.93
1980	3	22	12	43545.6	2.72	474.28	0.0	-0.5	-13.76	164.72
1980	3	23	12	43545.6	0.09	578.02	0.0	-2.33	-18.11	127.31
1980	3	24	12	43891.2	29.69	481.82	0.0	-0.48	-18.58	125.19
1980	3	25	12	43891.2	27.85	327.29	0.0	-1.99	-15.02	143.5
1980	3	26	12	44236.8	6.9	516.73	0.0	-6.41	-25.01	85.39
1980	3	27	12	44236.8	0.19	596.1	0.0	-4.98	-20.09	101.14
1980	3	28	12	44582.4	0.0	617.38	0.0	-2.75	-20.23	107.52
1980	3	29	12	44582.4	1.86	488.43	0.0	-2.46	-18.55	128.89
1980	3	30	12	44928.0	10.08	448.51	0.0	-1.52	-13.69	171.74
1980	3	31	12	44928.0	5.58	442.14	0.0	-3.03	-16.04	151.91
1980	4	1	12	45273.6	11.89	471.48	0.0	-4.8	-18.75	125.54
1980	4	2	12	45273.6	6.52	509.65	0.0	-3.92	-18.11	122.88
1980	4	3	12	45619.2	1.21	520.11	0.0	-5.47	-22.68	95.44
1980	4	4	12	45619.2	0.41	491.1	0.0	-4.08	-19.25	128.9
1980	4	5	12	45964.8	2.39	447.33	0.0	0.15	-11.33	215.56
1980	4	6	12	45964.8	2.29	481.39	0.0	0.63	-11.67	213.39
1980	4	7	12	46310.4	1.05	473.03	0.0	-1.24	-15.2	159.78
1980	4	8	12	46310.4	0.53	510.82	0.0	-3.96	-21.3	117.04
1980	4	9	12	46656.0	0.48	503.51	0.0	-0.36	-14.05	173.39
1980	4	10	12	46656.0	2.28	494.55	0.0	0.99	-13.38	178.89
1980	4	11	12	47001.6	1.94	509.57	0.0	-1.21	-19.85	126.8
1980	4	12	12	47001.6	0.64	545.78	0.0	-1.66	-13.86	157.96
1980	4	13	12	47347.2	0.08	658.7	0.0	-0.35	-18.37	137.71
1980	4	14	12	47439.66	0.0	658.23	0.0	4.99	-11.99	202.01
1980	4	15	12	47692.8	0.0	661.86	0.0	9.1	-8.79	252.36
1980	4	16	12	47785.26	0.0	656.72	0.0	6.76	-10.7	221.81
1980	4	17	12	48038.4	0.0	680.83	0.0	6.88	-14.2	188.92
1980	4	18	12	48038.4	0.0	677.37	0.0	10.43	-8.92	249.73
1980	4	19	12	48384.0	0.0	676.37	0.0	11.61	-7.99	269.65
1980	4	20	12	48384.0	0.0	689.78	0.0	13.13	-9.79	258.21
1980	4	21	12	48729.6	2.53	542.58	0.0	14.2	-6.74	320.39
1980	4	22	12	48729.6	23.89	513.53	0.0	12.96	-5.37	348.72
1980	4	23	12	49075.2	15.66	468.45	0.0	9.24	-5.11	356.31
1980	4	24	12	49075.2	3.38	492.08	0.0	5.67	-5.64	325.42
1980	4	25	12	49420.8	0.33	662.78	0.0	6.7	-10.34	239.67
1980	4	26	12	49420.8	0.0	691.33	0.0	8.11	-11.45	215.66
1980	4	27	12	49766.4	0.0	691.63	0.0	9.24	-10.75	229.56
1980	4	28	12	49766.4	0.32	548.27	0.0	9.64	-9.07	278.8
1980	4	29	12	50112.0	0.27	524.71	0.0	11.68	-4.89	372.46
1980	4	30	12	50112.0	16.88	487.11	0.0	11.05	-1.93	435.68
1980	5	1	12	50457.6	7.09	451.22	0.0	9.7	-5.48	352.14
1980	5	2	12	50457.6	0.07	665.43	0.0	7.65	-9.17	277.47
1980	5	3	12	50550.06	11.58	534.29	0.0	9.29	-6.54	336.2
1980	5	4	12	50803.2	7.57	499.52	0.0	10.12	-3.22	410.83
1980	5	5	12	50803.2	1.31	486.36	0.0	9.17	-4.86	386.71
1980	5	6	12	51148.8	3.99	507.18	0.0	9.68	-4.46	392.44
1980	5	7	12	51148.8	3.54	499.53	0.0	9.5	-3.91	407.68
1980	5	8	12	51494.4	4.03	470.42	0.0	8.54	-3.28	417.71
1980	5	9	12	51494.4	13.48	468.32	0.0	7.33	-4.18	393.51
1980	5	10	12	51494.4	27.46	444.54	0.0	6.13	-5.54	345.13
1980	5	11	12	51840.0	15.72	391.93	0.0	3.34	-9.66	266.55
1980	5	12	12	51840.0	5.41	333.62	0.0	-2.49	-8.74	266.16
1980	5	13	12	52156.5	4.76	475.54	0.0	1.52	-9.93	257.28
1980	5	14	12	52185.6	1.65	524.57	0.0	5.36	-9.17	279.25
1980	5	15	12	52185.6	6.75	516.28	0.0	5.85	-7.43	322.17
1980	5	16	12	52531.2	23.51	411.71	0.0	5.2	-4.38	375.53
1980	5	17	12	52531.2	16.67	465.44	0.0	3.73	-6.48	341.94
1980	5	18	12	52531.2	9.12	516.22	0.0	6.06	-7.05	347.35
1980	5	19	12	52876.8	2.56	547.17	0.0	9.09	-3.68	421.59
1980	5	20	12	52876.8	0.08	690.92	0.0	12.94	-4.34	428.48
1980	5	21	12	52876.8	0.0	705.82	0.0	16.33	-2.07	481.88
