  40.52
1182.00
1977905084
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	32975.61	5.04	153.4	0.0	4.9	-1.69	536.9
1980	1	2	12	33072.88	1.54	243.47	0.0	6.65	-3.35	496.47
1980	1	3	12	33163.59	4.36	196.06	0.0	6.67	-3.37	487.46
1980	1	4	12	33177.6	4.69	188.42	0.0	6.13	-2.95	505.35
1980	1	5	12	33177.6	2.43	147.35	0.0	6.26	-0.07	585.86
1980	1	6	12	33183.65	4.94	139.61	0.0	5.15	-0.55	581.32
1980	1	7	12	33245.08	2.19	233.22	0.0	6.4	-3.03	512.15
1980	1	8	12	33368.39	4.77	188.34	0.0	6.19	-2.84	508.18
1980	1	9	12	33509.19	11.41	185.46	0.0	7.06	-1.36	541.57
1980	1	10	12	33523.2	10.76	205.3	0.0	6.02	-5.41	436.25
1980	1	11	12	33523.2	10.87	168.22	0.0	3.8	-4.84	422.46
1980	1	12	12	33590.68	16.21	216.93	0.0	8.97	-1.98	543.34
1980	1	13	12	33764.08	57.78	157.39	0.0	9.8	3.65	749.13
1980	1	14	12	33868.8	38.51	156.36	0.0	9.19	2.79	745.47
1980	1	15	12	33868.8	11.94	189.47	0.0	7.87	-0.36	633.38
1980	1	16	12	33913.27	7.18	166.55	0.0	7.04	0.09	620.04
1980	1	17	12	34109.68	2.25	199.34	0.0	7.16	1.04	631.89
1980	1	18	12	34214.4	0.03	302.38	0.0	7.38	-6.14	436.38
1980	1	19	12	34214.4	0.0	302.85	0.0	6.09	-8.29	340.97
1980	1	20	12	34281.88	0.0	310.66	0.0	6.4	-7.42	349.89
1980	1	21	12	34545.99	0.0	315.84	0.0	8.55	-8.75	340.69
1980	1	22	12	34560.0	0.0	316.05	0.0	9.92	-6.43	389.43
1980	1	23	12	34582.3	0.0	319.34	0.0	11.35	-5.87	419.75
1980	1	24	12	34800.88	0.0	319.4	0.0	11.85	-5.13	442.78
1980	1	25	12	34905.6	0.0	322.74	0.0	12.13	-5.5	435.91
1980	1	26	12	34911.65	0.0	328.68	0.0	11.83	-6.98	396.29
1980	1	27	12	35146.48	0.0	318.12	0.0	10.71	-7.0	362.45
1980	1	28	12	35251.2	0.0	332.18	0.0	5.4	-12.13	262.64
1980	1	29	12	35257.25	0.0	338.75	0.0	4.58	-12.47	235.91
1980	1	30	12	35492.08	0.0	340.21	0.0	3.84	-13.43	223.49
1980	1	31	12	35596.8	0.01	338.51	0.0	5.0	-11.75	254.75
1980	2	1	12	35619.1	0.0	325.93	0.0	6.21	-6.8	362.3
1980	2	2	12	35928.39	21.19	235.08	0.0	8.4	-2.68	497.2
1980	2	3	12	35942.4	29.98	237.81	0.0	10.48	-1.32	567.3
1980	2	4	12	36009.88	9.73	323.61	0.0	11.58	-2.64	544.97
1980	2	5	12	36288.0	5.14	237.18	0.0	11.39	-1.51	566.77
1980	2	6	12	36288.0	2.63	266.01	0.0	9.45	-0.63	578.75
1980	2	7	12	36528.88	0.03	339.46	0.0	9.06	-5.46	450.01
1980	2	8	12	36633.6	0.0	357.06	0.0	10.77	-6.34	408.19
1980	2	9	12	36678.07	0.0	357.4	0.0	11.98	-5.49	432.0
1980	2	10	12	36979.2	0.0	357.01	0.0	12.13	-4.21	466.03
1980	2	11	12	36979.2	0.0	367.67	0.0	12.42	-5.83	436.15
1980	2	12	12	37271.14	0.0	360.83	0.0	11.54	-5.03	437.4
1980	2	13	12	37324.8	0.0	374.31	0.0	11.61	-6.7	406.84
1980	2	14	12	37392.28	2.88	293.03	0.0	12.08	-5.49	437.68
1980	2	15	12	37670.4	14.18	228.1	0.0	11.42	-1.89	539.34
1980	2	16	12	37670.4	25.56	174.31	0.0	8.14	1.31	657.24
1980	2	17	12	38016.0	32.73	150.56	0.0	7.83	2.25	708.29
1980	2	18	12	38016.0	92.18	138.75	0.0	7.59	2.27	710.36
1980	2	19	12	38307.94	49.01	156.53	0.0	7.39	1.6	681.04
1980	2	20	12	38361.6	11.16	216.35	0.0	7.97	-0.7	606.51
1980	2	21	12	38463.39	15.88	213.66	0.0	7.65	-0.86	586.91
1980	2	22	12	38707.2	6.81	262.86	0.0	9.01	-0.41	594.96
1980	2	23	12	38713.25	0.36	340.3	0.0	9.4	-3.41	518.86
1980	2	24	12	39052.8	7.15	275.4	0.0	9.94	-1.37	569.89
1980	2	25	12	39052.8	6.05	247.01	0.0	9.67	0.26	644.45
1980	2	26	12	39398.4	14.01	169.88	0.0	9.37	3.63	771.09
1980	2	27	12	39398.4	30.34	229.78	0.0	12.87	4.62	830.33
1980	2	28	12	39744.0	13.52	229.52	0.0	12.27	0.46	671.43
1980	2	29	12	39744.0	6.82	287.16	0.0	8.73	-0.71	632.44
1980	3	1	12	39984.88	0.11	342.72	0.0	12.74	-1.41	593.44
1980	3	2	12	40089.6	1.79	258.09	0.0	12.16	0.43	628.02
1980	3	3	12	40157.08	4.43	287.12	0.0	8.95	-1.51	569.02
1980	3	4	12	40435.2	19.62	308.42	0.0	8.83	-3.51	504.07
1980	3	5	12	40435.2	17.02	277.81	0.0	8.06	-1.81	536.37
1980	3	6	12	40780.8	4.42	227.02	0.0	6.71	-1.18	552.24
1980	3	7	12	40780.8	0.19	395.39	0.0	9.06	-2.74	516.4
1980	3	8	12	41126.4	0.05	402.18	0.0	9.16	-3.94	483.97
1980	3	9	12	41126.4	0.02	447.3	0.0	11.92	-2.52	523.04
1980	3	10	12	41472.0	1.24	359.0	0.0	14.33	-4.2	506.08
1980	3	11	12	41472.0	2.34	351.72	0.0	15.3	-2.22	547.22
1980	3	12	12	41817.6	5.21	350.11	0.0	14.3	-5.28	464.07
