  47.20
 257.00
  72488668
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	30067.2	0.02	108.11	0.0	0.72	-3.94	413.04
1980	1	2	12	30067.2	0.34	133.62	0.0	-2.4	-8.44	302.74
1980	1	3	12	30067.2	0.75	138.21	0.0	-5.44	-11.96	219.23
1980	1	4	12	30214.63	0.21	216.84	0.0	-6.78	-16.5	167.17
1980	1	5	12	30412.8	0.0	209.61	0.0	-3.31	-11.89	221.82
1980	1	6	12	30412.8	11.94	161.22	0.0	-2.51	-9.07	268.49
1980	1	7	12	30412.8	14.2	185.05	0.0	-2.6	-12.3	217.73
1980	1	8	12	30412.8	14.63	168.74	0.0	-5.85	-18.16	132.07
1980	1	9	12	30758.4	14.52	178.22	0.0	-14.34	-22.85	91.25
1980	1	10	12	30758.4	3.61	209.86	0.0	-2.4	-19.24	123.81
1980	1	11	12	30758.4	28.12	218.59	0.0	2.96	-17.06	154.3
1980	1	12	12	30905.84	14.08	205.14	0.0	-1.12	-16.58	164.69
1980	1	13	12	31104.0	6.39	218.5	0.0	1.82	-10.16	263.82
1980	1	14	12	31104.0	1.78	208.97	0.0	1.05	-7.55	338.55
1980	1	15	12	31104.0	6.8	161.49	0.0	0.86	-3.3	451.57
1980	1	16	12	31449.6	11.79	102.02	0.0	0.96	-0.01	548.54
1980	1	17	12	31449.6	9.45	144.33	0.0	0.37	-2.78	482.29
1980	1	18	12	31449.6	2.32	147.42	0.0	0.05	-3.2	444.06
1980	1	19	12	31795.2	0.09	170.78	0.0	-1.26	-6.22	355.63
1980	1	20	12	31795.2	0.61	200.01	0.0	-3.86	-10.2	261.85
1980	1	21	12	31942.63	0.2	281.68	0.0	-3.0	-14.42	193.15
1980	1	22	12	32140.8	8.03	235.4	0.0	-2.86	-15.05	172.7
1980	1	23	12	32140.8	6.89	175.11	0.0	-5.82	-17.05	137.81
1980	1	24	12	32486.4	1.4	280.36	0.0	-10.48	-19.59	120.33
1980	1	25	12	32486.4	3.17	181.59	0.0	-10.39	-14.96	157.77
1980	1	26	12	32801.73	3.27	189.11	0.0	-9.39	-14.36	171.91
