  45.35
 952.00
  21151158
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	30891.68	9.66	71.6	0.0	2.43	-0.59	570.13
1980	1	2	12	31104.0	13.41	88.43	0.0	3.07	-0.78	576.02
1980	1	3	12	31104.0	9.44	117.86	0.0	2.61	-2.97	511.89
1980	1	4	12	31104.0	17.61	107.09	0.0	2.3	-2.6	504.19
1980	1	5	12	31104.0	9.62	92.69	0.0	1.77	-2.53	490.91
1980	1	6	12	31104.0	1.01	198.71	0.0	0.77	-8.14	356.39
1980	1	7	12	31449.6	11.33	185.51	0.0	-0.26	-9.43	296.59
1980	1	8	12	31449.6	37.2	175.14	0.0	-3.0	-9.05	290.26
1980	1	9	12	31449.6	47.64	205.05	0.0	-3.73	-9.42	286.78
1980	1	10	12	31449.6	25.87	188.58	0.0	-4.15	-8.81	294.31
1980	1	11	12	31795.2	18.47	223.33	0.0	-2.34	-8.65	313.24
1980	1	12	12	31795.2	38.18	249.67	0.0	4.15	-5.65	403.05
1980	1	13	12	31795.2	48.8	235.77	0.0	4.97	-2.18	515.28
1980	1	14	12	31795.2	42.43	193.86	0.0	4.42	-1.67	532.38
1980	1	15	12	32140.8	14.04	223.96	0.0	1.87	-4.33	462.03
1980	1	16	12	32140.8	11.34	207.64	0.0	1.38	-3.4	467.08
1980	1	17	12	32140.8	6.87	224.29	0.0	2.42	-3.19	469.75
1980	1	18	12	32486.4	0.74	303.57	0.0	1.53	-8.36	349.12
1980	1	19	12	32486.4	0.0	292.07	0.0	-0.9	-8.23	321.45
1980	1	20	12	32486.4	0.0	307.85	0.0	0.63	-7.39	347.72
1980	1	21	12	32832.0	0.0	298.29	0.0	2.04	-5.23	403.27
1980	1	22	12	32832.0	0.0	296.52	0.0	1.9	-5.0	418.71
1980	1	23	12	32832.0	0.0	315.54	0.0	2.56	-5.85	407.22
1980	1	24	12	33177.6	0.0	329.79	0.0	7.14	-4.62	448.33
1980	1	25	12	33177.6	1.0	265.25	0.0	6.32	-3.92	456.06
1980	1	26	12	33523.2	2.1	272.93	0.0	4.31	-11.4	284.28
1980	1	27	12	33523.2	0.8	318.28	0.0	-2.01	-16.54	170.75
1980	1	28	12	33523.2	0.0	315.32	0.0	-9.41	-17.06	147.37
1980	1	29	12	33868.8	0.0	299.51	0.0	-9.84	-16.38	152.57
1980	1	30	12	33868.8	0.0	306.36	0.0	-8.8	-15.48	167.49
1980	1	31	12	34214.4	5.89	258.66	0.0	-5.95	-13.08	210.56
1980	2	1	12	34214.4	34.85	247.48	0.0	-2.0	-7.84	317.68
1980	2	2	12	34347.68	36.39	193.49	0.0	0.59	-2.76	460.27
1980	2	3	12	34560.0	22.97	242.09	0.0	3.15	-2.51	507.2
1980	2	4	12	34560.0	7.11	283.39	0.0	5.63	-3.08	510.69
