  46.38
 258.00
 141870679
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	30412.8	7.35	85.58	0.0	8.97	4.11	812.69
1980	1	2	12	30412.8	12.0	95.34	0.0	8.8	3.3	770.79
1980	1	3	12	30448.77	5.68	129.15	0.0	8.4	-1.98	593.54
1980	1	4	12	30758.4	11.23	121.77	0.0	7.72	-1.6	560.22
1980	1	5	12	30758.4	5.39	136.44	0.0	6.21	0.16	593.37
1980	1	6	12	30758.4	0.0	181.14	0.0	5.52	-5.86	437.79
1980	1	7	12	30758.4	9.85	136.01	0.0	4.61	-5.55	401.44
1980	1	8	12	30936.95	27.03	100.8	0.0	2.43	-4.57	422.06
1980	1	9	12	31104.0	17.71	59.94	0.0	1.19	-1.24	507.49
1980	1	10	12	31104.0	5.33	118.65	0.0	3.0	-3.05	490.84
1980	1	11	12	31104.0	49.23	121.71	0.0	3.74	-2.42	511.38
1980	1	12	12	31282.55	34.11	148.32	0.0	11.76	-0.61	603.72
1980	1	13	12	31449.6	11.35	148.2	0.0	11.25	-0.44	630.63
1980	1	14	12	31449.6	8.59	114.12	0.0	10.35	0.36	636.02
1980	1	15	12	31485.56	34.6	106.37	0.0	6.72	1.66	678.02
1980	1	16	12	31795.2	27.74	96.51	0.0	6.34	1.88	685.56
1980	1	17	12	31795.2	6.12	138.8	0.0	7.23	-0.68	600.66
1980	1	18	12	31831.16	0.11	206.79	0.0	6.33	-4.85	461.32
1980	1	19	12	32140.8	0.0	202.18	0.0	5.32	-5.37	423.17
1980	1	20	12	32140.8	0.0	182.84	0.0	5.11	-2.36	497.95
1980	1	21	12	32319.35	0.0	183.22	0.0	5.28	-2.15	525.82
1980	1	22	12	32486.4	0.0	212.75	0.0	11.77	-2.57	540.11
1980	1	23	12	32486.4	0.0	216.73	0.0	11.91	-2.65	547.68
1980	1	24	12	32832.0	0.0	215.45	0.0	11.79	-1.87	577.46
1980	1	25	12	32832.0	0.35	118.33	0.0	10.93	1.29	643.31
1980	1	26	12	32867.96	0.17	215.99	0.0	7.22	-4.08	483.75
1980	1	27	12	33177.6	0.0	230.45	0.0	5.66	-11.67	280.72
1980	1	28	12	33177.6	0.0	237.41	0.0	0.51	-13.93	208.16
1980	1	29	12	33523.2	0.0	238.85	0.0	-0.95	-15.67	179.64
1980	1	30	12	33523.2	0.0	243.05	0.0	0.19	-14.4	201.21
1980	1	31	12	33868.8	42.55	228.17	0.0	3.24	-8.1	324.45
1980	2	1	12	33868.8	44.61	194.89	0.0	6.24	-1.1	544.06
1980	2	2	12	34047.35	40.37	180.0	0.0	9.65	3.35	744.57
1980	2	3	12	34214.4	20.68	175.63	0.0	9.27	3.24	764.3
1980	2	4	12	34250.36	3.16	277.68	0.0	9.72	-0.52	644.64
1980	2	5	12	34560.0	27.93	215.89	0.0	9.45	0.45	661.53
1980	2	6	12	34560.0	28.48	145.67	0.0	9.24	4.84	804.08
1980	2	7	12	34905.6	7.26	212.58	0.0	8.67	2.11	726.37
1980	2	8	12	34905.6	0.0	293.76	0.0	9.56	-1.51	596.88
1980	2	9	12	35251.2	0.0	299.93	0.0	10.64	-1.57	572.06
1980	2	10	12	35251.2	0.0	305.51	0.0	10.06	-3.03	522.9
1980	2	11	12	35596.8	0.0	319.97	0.0	11.92	-3.47	506.87
1980	2	12	12	35632.77	0.14	257.83	0.0	11.22	-4.32	484.8
1980	2	13	12	35942.4	0.23	252.1	0.0	10.41	-3.3	508.6
1980	2	14	12	36120.94	11.35	186.24	0.0	9.89	-0.94	555.0
1980	2	15	12	36288.0	9.02	113.18	0.0	4.85	-2.05	515.45
1980	2	16	12	36627.57	3.79	139.06	0.0	2.89	-0.98	545.55
1980	2	17	12	36633.6	32.03	208.41	0.0	6.51	-0.93	581.81
1980	2	18	12	36979.2	29.54	210.33	0.0	8.66	1.22	672.56
1980	2	19	12	36979.2	13.65	161.87	0.0	8.82	4.12	783.46
1980	2	20	12	37324.8	3.41	189.44	0.0	8.79	2.53	732.54
1980	2	21	12	37324.8	0.3	252.86	0.0	8.2	-3.2	540.27
1980	2	22	12	37670.4	0.4	266.89	0.0	9.94	-2.96	522.58
1980	2	23	12	37670.4	4.26	267.74	0.0	11.61	-0.79	623.37
1980	2	24	12	38016.0	4.4	201.14	0.0	11.5	4.86	838.07
1980	2	25	12	38051.96	40.59	178.15	0.0	12.11	5.62	922.56
1980	2	26	12	38361.6	86.03	138.66	0.0	12.17	7.58	1031.57
1980	2	27	12	38707.2	49.69	82.04	0.0	12.84	10.26	1161.57
1980	2	28	12	38707.2	12.15	155.19	0.0	12.56	6.68	1001.63
1980	2	29	12	39052.8	6.12	189.31	0.0	11.7	4.18	863.78
1980	3	1	12	39052.8	0.08	224.8	0.0	10.63	1.56	725.78
1980	3	2	12	39398.4	1.01	249.28	0.0	13.97	2.36	776.33
1980	3	3	12	39398.4	1.93	227.29	0.0	15.07	6.47	943.61
1980	3	4	12	39744.0	4.71	174.85	0.0	14.56	4.48	864.95
1980	3	5	12	40089.6	10.12	190.01	0.0	10.68	4.59	830.3
1980	3	6	12	40089.6	4.78	164.73	0.0	10.21	1.06	692.67
1980	3	7	12	40435.2	0.47	219.86	0.0	9.72	2.24	718.59
1980	3	8	12	40435.2	0.11	241.75	0.0	10.52	2.15	735.8
1980	3	9	12	40780.8	0.23	221.8	0.0	10.21	3.15	773.99
1980	3	10	12	41126.4	12.29	194.37	0.0	10.06	4.28	806.74
1980	3	11	12	41126.4	15.3	256.11	0.0	10.08	1.07	699.69
1980	3	12	12	41472.0	31.35	227.67	0.0	9.62	0.57	652.5
1980	3	13	12	41472.0	21.49	193.36	0.0	6.8	1.72	674.03
1980	3	14	12	41817.6	17.58	263.11	0.0	8.5	0.08	631.91
1980	3	15	12	41817.6	9.69	260.78	0.0	8.02	-1.33	568.31
1980	3	16	12	42163.2	8.71	247.26	0.0	5.81	-1.72	550.05
1980	3	17	12	42508.8	16.79	204.32	0.0	5.85	0.86	633.2
1980	3	18	12	42508.8	10.57	233.26	0.0	8.22	1.9	704.31
1980	3	19	12	42854.4	8.68	159.53	0.0	8.04	4.33	795.81
1980	3	20	12	42854.4	6.38	259.44	0.0	11.64	3.86	798.88
1980	3	21	12	43200.0	2.42	294.83	0.0	11.17	0.04	670.87
1980	3	22	12	43545.6	3.78	278.19	0.0	10.17	2.27	718.66
1980	3	23	12	43545.6	3.58	267.65	0.0	10.02	2.85	734.75
1980	3	24	12	43891.2	0.98	393.57	0.0	9.44	-1.53	594.62
1980	3	25	12	43891.2	8.1	332.36	0.0	10.63	-1.33	585.64
1980	3	26	12	44236.8	15.12	327.22	0.0	12.9	-0.12	634.09
1980	3	27	12	44582.4	5.99	308.04	0.0	12.27	-0.02	639.79
1980	3	28	12	44582.4	5.41	286.71	0.0	9.76	1.95	708.02
1980	3	29	12	44928.0	4.94	215.93	0.0	9.57	3.83	762.56
1980	3	30	12	44928.0	3.87	304.32	0.0	9.03	-0.5	636.34
1980	3	31	12	45273.6	1.88	322.39	0.0	10.69	0.32	629.91
1980	4	1	12	45273.6	0.27	434.82	0.0	9.97	-2.32	543.24
1980	4	2	12	45619.2	0.0	467.24	0.0	12.69	-3.19	524.33
1980	4	3	12	45964.8	1.37	364.22	0.0	15.77	-2.34	585.13
1980	4	4	12	45964.8	12.63	331.85	0.0	15.03	2.49	743.61
1980	4	5	12	46310.4	17.13	326.04	0.0	14.17	3.41	783.19
1980	4	6	12	46310.4	11.79	324.9	0.0	13.37	-0.23	638.6
1980	4	7	12	46656.0	8.71	307.4	0.0	9.02	-1.49	574.02
1980	4	8	12	47001.6	28.87	281.07	0.0	8.05	0.85	659.69
1980	4	9	12	47001.6	25.85	286.63	0.0	11.57	3.88	774.29
1980	4	10	12	47347.2	7.54	324.44	0.0	10.94	0.25	657.18
1980	4	11	12	47347.2	0.56	471.06	0.0	12.86	-1.9	606.28
1980	4	12	12	47692.8	0.0	481.79	0.0	19.62	3.28	805.01
1980	4	13	12	47692.8	2.36	380.15	0.0	25.62	2.66	873.77
1980	4	14	12	48038.4	8.12	361.5	0.0	25.24	5.88	995.56
1980	4	15	12	48348.04	3.47	382.4	0.0	24.08	4.95	871.68
1980	4	16	12	48384.0	0.0	473.88	0.0	13.68	-0.31	689.55
1980	4	17	12	48729.6	3.28	360.11	0.0	16.47	4.12	843.97
1980	4	18	12	48729.6	13.16	235.06	0.0	15.94	6.89	987.09
1980	4	19	12	49075.2	12.78	238.91	0.0	15.56	8.98	1096.06
1980	4	20	12	49075.2	3.69	225.08	0.0	15.39	5.94	932.13
1980	4	21	12	49420.8	0.09	396.7	0.0	11.83	2.55	778.38
1980	4	22	12	49420.8	0.0	464.19	0.0	15.83	3.72	795.27
1980	4	23	12	49766.4	2.4	388.85	0.0	15.55	-0.56	686.67
1980	4	24	12	49772.43	1.2	433.16	0.0	15.1	4.7	816.79
1980	4	25	12	50112.0	0.19	377.77	0.0	14.66	0.15	703.7
1980	4	26	12	50279.06	0.09	461.37	0.0	16.45	3.93	815.27
1980	4	27	12	50457.6	0.0	510.49	0.0	21.46	2.6	827.3
1980	4	28	12	50767.23	2.23	395.56	0.0	21.77	4.55	895.85
1980	4	29	12	50803.2	1.28	325.82	0.0	21.45	3.43	800.31
1980	4	30	12	51148.8	0.08	471.07	0.0	13.09	-0.15	666.56
1980	5	1	12	51148.8	0.03	425.09	0.0	18.43	0.94	726.2
1980	5	2	12	51494.4	0.01	489.69	0.0	19.95	4.76	858.29
1980	5	3	12	51494.4	0.0	518.33	0.0	19.63	0.71	726.9
1980	5	4	12	51840.0	0.31	401.54	0.0	18.07	2.04	773.7
1980	5	5	12	51840.0	2.43	325.88	0.0	17.68	6.13	927.99
1980	5	6	12	52149.64	2.13	345.27	0.0	16.8	5.09	881.85
1980	5	7	12	52185.6	0.5	491.99	0.0	16.49	-0.26	678.54
1980	5	8	12	52352.65	3.62	394.18	0.0	15.88	1.93	751.46
1980	5	9	12	52531.2	3.1	291.43	0.0	15.23	5.7	900.28
1980	5	10	12	52531.2	0.65	406.34	0.0	15.72	6.0	932.74
1980	5	11	12	52876.8	0.0	452.5	0.0	16.48	5.47	927.1
1980	5	12	12	52876.8	0.0	336.35	0.0	15.89	7.22	980.51
1980	5	13	12	53222.4	0.52	265.03	0.0	13.24	6.51	946.38
1980	5	14	12	53222.4	4.44	326.31	0.0	13.98	4.22	850.55
1980	5	15	12	53532.04	3.91	339.29	0.0	14.0	4.07	803.53
1980	5	16	12	53568.0	0.91	504.16	0.0	14.43	-0.38	650.55
1980	5	17	12	53568.0	0.0	531.56	0.0	15.23	0.37	685.06
1980	5	18	12	53913.6	0.0	524.85	0.0	20.3	4.65	889.71
1980	5	19	12	53913.6	1.14	370.04	0.0	19.62	8.04	1069.24
1980	5	20	12	54080.65	5.98	297.7	0.0	18.25	8.37	1092.01
1980	5	21	12	54259.2	7.75	272.99	0.0	15.95	8.38	1055.81
1980	5	22	12	54259.2	8.01	304.31	0.0	14.93	4.63	860.97
