  47.58
 253.00
1152052045
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	29848.44	22.22	69.41	0.0	6.77	3.63	785.08
1980	1	2	12	30021.79	23.79	80.91	0.0	6.6	2.24	737.61
1980	1	3	12	30067.2	11.13	110.27	0.0	6.05	-1.44	600.99
1980	1	4	12	30067.2	1.57	110.46	0.0	4.76	-2.09	537.71
1980	1	5	12	30067.2	0.19	127.71	0.0	3.09	-3.93	470.3
1980	1	6	12	30115.53	0.03	147.87	0.0	1.67	-6.03	401.91
1980	1	7	12	30367.39	7.61	94.72	0.0	0.06	-5.38	398.16
1980	1	8	12	30412.8	15.41	56.46	0.0	-1.37	-3.87	429.97
1980	1	9	12	30412.8	16.47	85.27	0.0	-1.35	-4.67	420.63
1980	1	10	12	30461.13	11.6	140.82	0.0	-0.51	-6.44	387.22
1980	1	11	12	30755.9	30.9	137.31	0.0	1.15	-4.07	444.59
1980	1	12	12	30758.4	76.43	158.04	0.0	5.41	-2.05	527.23
1980	1	13	12	30758.4	32.89	160.27	0.0	4.85	-3.4	504.22
1980	1	14	12	31058.59	6.71	130.82	0.0	3.68	-2.31	524.67
1980	1	15	12	31104.0	16.64	124.76	0.0	4.74	0.14	612.37
1980	1	16	12	31104.0	7.9	126.68	0.0	4.82	0.25	623.71
1980	1	17	12	31404.19	1.74	154.11	0.0	4.44	-3.4	510.63
1980	1	18	12	31449.6	0.61	193.25	0.0	3.3	-5.0	433.67
1980	1	19	12	31450.25	0.0	213.31	0.0	2.31	-6.58	391.12
1980	1	20	12	31792.7	0.34	164.25	0.0	2.27	-5.18	422.34
1980	1	21	12	31795.2	0.99	157.17	0.0	4.6	-2.74	501.54
1980	1	22	12	31922.04	0.44	188.55	0.0	6.87	-3.12	516.8
1980	1	23	12	32140.8	0.04	187.89	0.0	6.11	-2.76	525.97
1980	1	24	12	32140.8	0.04	169.97	0.0	5.74	-1.44	556.86
1980	1	25	12	32486.4	0.31	183.72	0.0	4.75	-3.7	489.1
1980	1	26	12	32486.4	0.25	169.01	0.0	3.62	-5.72	402.34
1980	1	27	12	32786.59	0.05	231.57	0.0	-0.6	-9.98	297.25
1980	1	28	12	32832.0	0.0	247.15	0.0	-2.06	-13.51	222.64
1980	1	29	12	32958.84	0.0	252.42	0.0	-2.08	-13.98	206.12
1980	1	30	12	33177.6	0.01	249.62	0.0	-1.26	-13.27	226.42
1980	1	31	12	33225.93	21.91	188.08	0.0	0.77	-7.2	348.54
1980	2	1	12	33523.2	41.67	167.76	0.0	3.58	-2.66	499.22
1980	2	2	12	33523.85	59.97	165.91	0.0	5.95	-0.1	616.94
1980	2	3	12	33868.8	35.22	154.39	0.0	7.07	1.75	687.56
1980	2	4	12	33869.45	9.71	203.3	0.0	7.49	-2.6	574.66
