  35.37
 200.00
5366750313
Year	Mnth	Day	Hr	dayl(s)	prcp(mm/day)	srad(W/m2)	swe(mm)	tmax(C)	tmin(C)	vp(Pa)
1980	1	1	12	34872.7	0.14	311.8	0.0	14.96	-5.4	393.62
1980	1	2	12	34905.6	0.19	254.24	0.0	14.35	-0.58	519.86
1980	1	3	12	34905.6	0.1	231.04	0.0	11.19	-2.67	470.68
1980	1	4	12	34905.6	0.02	229.8	0.0	6.62	-3.76	427.9
1980	1	5	12	34905.6	0.0	242.19	0.0	5.25	-4.83	402.31
1980	1	6	12	34905.6	0.0	289.95	0.0	11.02	-2.7	421.16
1980	1	7	12	34912.23	0.0	325.46	0.0	10.83	-9.75	285.96
1980	1	8	12	35075.94	0.0	313.23	0.0	7.07	-9.62	258.62
1980	1	9	12	35218.3	0.0	317.2	0.0	5.58	-9.0	289.96
1980	1	10	12	35251.2	0.0	320.33	0.0	13.11	-2.58	437.44
1980	1	11	12	35251.2	0.0	329.64	0.0	17.82	-0.62	517.94
1980	1	12	12	35251.2	0.0	263.12	0.0	15.09	-0.66	528.17
1980	1	13	12	35257.83	0.0	332.14	0.0	19.68	0.12	569.94
1980	1	14	12	35479.69	0.0	333.81	0.0	21.97	2.15	663.43
1980	1	15	12	35596.8	0.01	275.48	0.0	19.32	5.61	767.98
1980	1	16	12	35596.8	0.02	299.93	0.0	15.48	0.56	590.85
1980	1	17	12	35596.8	0.01	330.16	0.0	13.71	-1.86	499.19
1980	1	18	12	35603.43	1.49	253.37	0.0	13.51	0.75	580.11
1980	1	19	12	35872.92	6.9	221.96	0.0	11.76	-0.04	572.08
1980	1	20	12	35942.4	7.16	146.18	0.0	9.06	-2.55	505.15
1980	1	21	12	35942.4	2.28	109.49	0.0	3.56	-2.07	502.12
1980	1	22	12	35942.4	0.16	202.47	0.0	3.32	-2.56	469.6
1980	1	23	12	36170.89	0.0	344.11	0.0	10.23	-4.79	414.79
1980	1	24	12	36288.0	0.0	359.51	0.0	15.38	-2.3	480.71
1980	1	25	12	36288.0	0.03	316.1	0.0	14.72	-0.39	522.73
1980	1	26	12	36288.0	0.08	347.17	0.0	10.83	-8.55	322.05
1980	1	27	12	36564.12	0.03	250.75	0.0	4.7	-11.82	229.85
1980	1	28	12	36633.6	0.11	176.12	0.0	-4.8	-10.15	233.79
1980	1	29	12	36633.6	0.11	164.04	0.0	-5.89	-10.91	218.03
1980	1	30	12	36741.02	0.04	250.73	0.0	-2.85	-8.86	213.78
1980	1	31	12	36979.2	0.01	385.13	0.0	-1.33	-12.94	150.98
1980	2	1	12	36979.2	0.0	407.16	0.0	2.77	-10.79	156.43
